Dragon0,USA,6000,10.0,12200,347000000,0.72
Dragon1,USA,6000,10.0,12200,347000000,0.72
Dragon2,USA,6000,10.0,12200,347000000,0.72
Dragon3,USA,6000,10.0,12200,347000000,0.72
Dragon4,USA,6000,10.0,12200,347000000,0.72
Dragon5,USA,6000,10.0,12200,347000000,0.72
Dragon6,USA,6000,10.0,12200,347000000,0.72
Dragon7,USA,6000,10.0,12200,347000000,0.72
Dragon8,USA,6000,10.0,12200,347000000,0.72
Dragon9,USA,6000,10.0,12200,347000000,0.72
Dragon10,USA,6000,10.0,12200,347000000,0.72
Dragon11,USA,6000,10.0,12200,347000000,0.72
Dragon12,USA,6000,10.0,12200,347000000,0.72
Dragon13,USA,6000,10.0,12200,347000000,0.72
Dragon14,USA,6000,10.0,12200,347000000,0.72
Dragon15,USA,6000,10.0,12200,347000000,0.72
Dragon16,USA,6000,10.0,12200,347000000,0.72
Dragon17,USA,6000,10.0,12200,347000000,0.72
Dragon18,USA,6000,10.0,12200,347000000,0.72
Dragon19,USA,6000,10.0,12200,347000000,0.72
Dragon20,USA,6000,10.0,12200,347000000,0.72
Dragon21,USA,6000,10.0,12200,347000000,0.72
Dragon22,USA,6000,10.0,12200,347000000,0.72
Dragon23,USA,6000,10.0,12200,347000000,0.72
Dragon24,USA,6000,10.0,12200,347000000,0.72
Dragon25,USA,6000,10.0,12200,347000000,0.72
Dragon26,USA,6000,10.0,12200,347000000,0.72
Dragon27,USA,6000,10.0,12200,347000000,0.72
Dragon28,USA,6000,10.0,12200,347000000,0.72
Dragon29,USA,6000,10.0,12200,347000000,0.72
Dragon30,USA,6000,10.0,12200,347000000,0.72
Dragon31,USA,6000,10.0,12200,347000000,0.72
Dragon32,USA,6000,10.0,12200,347000000,0.72
Dragon33,USA,6000,10.0,12200,347000000,0.72
Dragon34,USA,6000,10.0,12200,347000000,0.72
Dragon35,USA,6000,10.0,12200,347000000,0.72
Dragon36,USA,6000,10.0,12200,347000000,0.72
Dragon37,USA,6000,10.0,12200,347000000,0.72
Dragon38,USA,6000,10.0,12200,347000000,0.72
Dragon39,USA,6000,10.0,12200,347000000,0.72
Dragon40,USA,6000,10.0,12200,347000000,0.72
Dragon41,USA,6000,10.0,12200,347000000,0.72
Dragon42,USA,6000,10.0,12200,347000000,0.72
Dragon43,USA,6000,10.0,12200,347000000,0.72
Dragon44,USA,6000,10.0,12200,347000000,0.72
Dragon45,USA,6000,10.0,12200,347000000,0.72
Dragon46,USA,6000,10.0,12200,347000000,0.72
Dragon47,USA,6000,10.0,12200,347000000,0.72
Dragon48,USA,6000,10.0,12200,347000000,0.72
Dragon49,USA,6000,10.0,12200,347000000,0.72
Dragon50,USA,6000,10.0,12200,347000000,0.72
Dragon51,USA,6000,10.0,12200,347000000,0.72
Dragon52,USA,6000,10.0,12200,347000000,0.72
Dragon53,USA,6000,10.0,12200,347000000,0.72
Dragon54,USA,6000,10.0,12200,347000000,0.72
Dragon55,USA,6000,10.0,12200,347000000,0.72
Dragon56,USA,6000,10.0,12200,347000000,0.72
Dragon57,USA,6000,10.0,12200,347000000,0.72
Dragon58,USA,6000,10.0,12200,347000000,0.72
Dragon59,USA,6000,10.0,12200,347000000,0.72
Dragon60,USA,6000,10.0,12200,347000000,0.72
Dragon61,USA,6000,10.0,12200,347000000,0.72
Dragon62,USA,6000,10.0,12200,347000000,0.72
Dragon63,USA,6000,10.0,12200,347000000,0.72
