TianZhou0,China,6500,15.0,13500,412000000,0.75
TianZhou1,China,6500,15.0,13500,412000000,0.75
TianZhou2,China,6500,15.0,13500,412000000,0.75
TianZhou3,China,6500,15.0,13500,412000000,0.75
TianZhou4,China,6500,15.0,13500,412000000,0.75
TianZhou5,China,6500,15.0,13500,412000000,0.75
TianZhou6,China,6500,15.0,13500,412000000,0.75
TianZhou7,China,6500,15.0,13500,412000000,0.75
TianZhou8,China,6500,15.0,13500,412000000,0.75
TianZhou9,China,6500,15.0,13500,412000000,0.75
TianZhou10,China,6500,15.0,13500,412000000,0.75
TianZhou11,China,6500,15.0,13500,412000000,0.75
TianZhou12,China,6500,15.0,13500,412000000,0.75
TianZhou13,China,6500,15.0,13500,412000000,0.75
TianZhou14,China,6500,15.0,13500,412000000,0.75
TianZhou15,China,6500,15.0,13500,412000000,0.75
TianZhou16,China,6500,15.0,13500,412000000,0.75
TianZhou17,China,6500,15.0,13500,412000000,0.75
TianZhou18,China,6500,15.0,13500,412000000,0.75
TianZhou19,China,6500,15.0,13500,412000000,0.75
TianZhou20,China,6500,15.0,13500,412000000,0.75
TianZhou21,China,6500,15.0,13500,412000000,0.75
TianZhou22,China,6500,15.0,13500,412000000,0.75
TianZhou23,China,6500,15.0,13500,412000000,0.75
TianZhou24,China,6500,15.0,13500,412000000,0.75
TianZhou25,China,6500,15.0,13500,412000000,0.75
TianZhou26,China,6500,15.0,13500,412000000,0.75
TianZhou27,China,6500,15.0,13500,412000000,0.75
TianZhou28,China,6500,15.0,13500,412000000,0.75
TianZhou29,China,6500,15.0,13500,412000000,0.75
TianZhou30,China,6500,15.0,13500,412000000,0.75
TianZhou31,China,6500,15.0,13500,412000000,0.75
TianZhou32,China,6500,15.0,13500,412000000,0.75
TianZhou33,China,6500,15.0,13500,412000000,0.75
TianZhou34,China,6500,15.0,13500,412000000,0.75
TianZhou35,China,6500,15.0,13500,412000000,0.75
TianZhou36,China,6500,15.0,13500,412000000,0.75
TianZhou37,China,6500,15.0,13500,412000000,0.75
TianZhou38,China,6500,15.0,13500,412000000,0.75
TianZhou39,China,6500,15.0,13500,412000000,0.75
TianZhou40,China,6500,15.0,13500,412000000,0.75
TianZhou41,China,6500,15.0,13500,412000000,0.75
TianZhou42,China,6500,15.0,13500,412000000,0.75
